model_seed,split,condition,aggregation,nRMSE_1,nRMSE_2,nRMSE_3,nRMSE_4,nRMSE_5,nRMSE_6,nRMSE_7,nRMSE_8,nRMSE_9,nRMSE_10,nRMSE_11,nRMSE_12,nRMSE_13,nRMSE_14,nRMSE_15,nRMSE_16,nRMSE_17,nRMSE_18,nRMSE_19,nRMSE_20,nRMSE_21,nRMSE_22,nRMSE_23,nRMSE_24,nRMSE_25,nRMSE_26,nRMSE_27,nRMSE_28,nRMSE_29
43,full_test,all,macro,0.045474098675573865,0.07696439316961914,0.11111592379709084,0.147742986837402,0.18504419286424914,0.21956262858584524,0.25583667763819296,0.29747411743427316,0.34249901946634054,0.3858824714956184,0.4279357395507395,0.4682599145174027,0.49864500212172663,0.5238037833074728,0.5518602469811837,0.5819944300750891,0.609439128190279,0.6366628964617849,0.6593870251998305,0.6750644463549058,0.6904268020639817,0.7067257421712081,0.7205872592329979,0.734729078784585,0.7486603688448668,0.7621341662853957,0.77754181313018,0.7931276082992553,0.8049245723585288
43,full_test,all,micro,0.04935284809592892,0.08220181375741958,0.11390798673910253,0.14582248088191538,0.1779046267095734,0.20850766851621516,0.2390719680225148,0.2720869576580384,0.30702988631585065,0.3413706564552644,0.3743391733660417,0.40485312616123875,0.4296246141545913,0.4514111615629757,0.4742448958228616,0.4981170961436103,0.5207165950887344,0.5431553189193501,0.5626708544703091,0.5781151664958281,0.5927666519669925,0.6073643720851225,0.6206776201023775,0.6343671561689938,0.6478761503275703,0.660735603500815,0.674265092681436,0.6876246774897856,0.6986253363945905
43,id_ood,all,macro,0.06686078463650606,0.12497130128877612,0.17874321700043344,0.22693811136669192,0.275536029276992,0.32029886765320315,0.35880103322610357,0.3959390924500874,0.43352866440621857,0.47381831566784893,0.5105188248642518,0.5384576771091791,0.5625465325767698,0.5840091993119202,0.6077912079742531,0.6374232723724608,0.6586348615051095,0.6715503137777832,0.6850277081716294,0.7001268764336904,0.71613177691215,0.7323556434290083,0.7428551999961629,0.7504997155050827,0.7621133461886761,0.778617483143713,0.7904185878685097,0.7953762486090068,0.8023313906262902
43,id_ood,all,micro,0.06686078463650606,0.12497130128877615,0.17874321700043344,0.22693811136669192,0.275536029276992,0.32029886765320315,0.35880103322610357,0.39593909245008735,0.43352866440621857,0.473818315667849,0.5105188248642519,0.5384576771091791,0.5625465325767698,0.5840091993119202,0.6077912079742531,0.6374232723724609,0.6586348615051095,0.6715503137777833,0.6850277081716294,0.7001268764336904,0.71613177691215,0.7323556434290082,0.7428551999961629,0.7504997155050827,0.7621133461886761,0.7786174831437129,0.7904185878685097,0.7953762486090068,0.8023313906262902
43,id_ood,id,macro,0.05089633629712112,0.08707285480683341,0.13259048210274357,0.18071594943895058,0.22549043215957343,0.259815346887883,0.2876338458382616,0.3283467694532638,0.3731739266099883,0.41317666037117734,0.44613542656103766,0.4717933444269731,0.49937015611167057,0.5202499698920576,0.543739431555949,0.5736665241420269,0.5922702862789817,0.6085171335760285,0.626209545223152,0.6377640251143306,0.6518854910836501,0.6698334201732102,0.6811398264824176,0.6921729189800282,0.70447186205317,0.7213612338345424,0.7353133991652844,0.7403769043146395,0.7472641835463982
43,id_ood,id,micro,0.05089633629712112,0.08707285480683341,0.13259048210274355,0.18071594943895058,0.22549043215957343,0.259815346887883,0.28763384583826157,0.32834676945326374,0.3731739266099883,0.41317666037117734,0.4461354265610377,0.4717933444269732,0.49937015611167046,0.5202499698920577,0.5437394315559491,0.5736665241420269,0.5922702862789818,0.6085171335760284,0.626209545223152,0.6377640251143306,0.65188549108365,0.6698334201732102,0.6811398264824176,0.6921729189800281,0.7044718620531699,0.7213612338345424,0.7353133991652844,0.7403769043146395,0.7472641835463982
43,id_ood,ood_low,macro,0.0832934416374009,0.14198272673449683,0.20256779226017935,0.25942084762979956,0.30358522790758047,0.3396178202740118,0.3777256224523573,0.4178667444662721,0.4565531705670497,0.49796541517271714,0.5395682751401967,0.5693667859715574,0.5942713358238632,0.6211618186504233,0.6434265563593192,0.6692193901421977,0.6930574822951767,0.7093739671742215,0.7248646985082066,0.7410038227544111,0.7536425080661681,0.7673406595108556,0.7816260185311823,0.7883941881796894,0.7948262694419599,0.8060421584283604,0.8097500222570756,0.8137364726440579,0.821451638843499
43,id_ood,ood_low,micro,0.0832934416374009,0.1419827267344968,0.20256779226017932,0.25942084762979956,0.30358522790758047,0.3396178202740118,0.37772562245235725,0.41786674446627203,0.4565531705670497,0.49796541517271714,0.5395682751401967,0.5693667859715574,0.5942713358238632,0.6211618186504233,0.6434265563593191,0.6692193901421977,0.6930574822951766,0.7093739671742215,0.7248646985082066,0.7410038227544111,0.7536425080661681,0.7673406595108556,0.7816260185311822,0.7883941881796893,0.7948262694419599,0.8060421584283605,0.8097500222570756,0.8137364726440579,0.821451638843499
43,id_ood,ood_high,macro,0.06639257562803287,0.14585831849014058,0.20107137625489166,0.24067753301385572,0.29753241253395873,0.36146344032649896,0.4110436397148114,0.4416037567836397,0.47085888318571395,0.5103128557549972,0.5458527722341172,0.5742128884383276,0.5939981173358712,0.6106157952956126,0.636207638710153,0.6693838821614491,0.6905768183516521,0.6967598370769443,0.7040088856044938,0.721612789759449,0.7428673670864573,0.7598928616327398,0.7657997570201464,0.7709320269378962,0.7870419057560901,0.8084490494985206,0.8261923478806719,0.8320153827468554,0.838278351607276
43,id_ood,ood_high,micro,0.06639257562803287,0.14585831849014058,0.20107137625489166,0.24067753301385572,0.29753241253395873,0.361463440326499,0.41104363971481134,0.44160375678363967,0.4708588831857139,0.5103128557549972,0.5458527722341173,0.5742128884383276,0.5939981173358712,0.6106157952956125,0.6362076387101528,0.669383882161449,0.6905768183516521,0.6967598370769444,0.7040088856044937,0.721612789759449,0.7428673670864573,0.7598928616327398,0.7657997570201462,0.7709320269378961,0.7870419057560902,0.8084490494985207,0.826192347880672,0.8320153827468554,0.8382783516072759
